,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
391,00000022.txt,"""now, what
will be the rent?""

""well, if you are bent on payin', i don't want to say less than ten
dollars a year.""

""i would call it twelve, and that will be one dollar a month, mrs.
smith.""

""thank you, mam, it'll be a great help; i have the sideache sometimes,
and can't do nothing for a day or so, not even get the wool rolls off my
wheel, and that is jist play when i'm smart: he may come neat or not
neat, plint or no plint,"" and the bargain was finished, and matthias
jones was to appear on, or near, the first of march.

","['bent', 'less', 'great', 'smart', 'neat', 'neat', 'first']","['rent', 'dollars', 'year', 'dollar', 'month', 'help', 'sideache', 'day', 'wool', 'wheel', 'play', 'plint', 'plint', 'bargain', 'matthias']",[{'help': ['great']}],6.294554014689141
392,00000022.txt,"i desire to ask you not to trouble clara, by persisting in your suit.",[],"['trouble', 'suit']",[],7.3703901113002335
393,00000022.txt,"to cap the climax, clara put up to the windows some half
curtains of unbleached cotton, bound with bright french red.","['half', 'unbleached', 'bright', 'french']","['climax', 'windows', 'curtains', 'cotton', 'red']","[{'curtains': ['half'], 'cotton': ['unbleached'], 'red': ['bright', 'french']}, {'curtains': ['half'], 'cotton': ['unbleached'], 'red': ['bright', 'french']}, {'curtains': ['half'], 'cotton': ['unbleached'], 'red': ['bright', 'french']}]",8.656071871257486
394,00000022.txt,"i was greatly wrought upon by matthias' tales
of the south; and yet he venerated the people of that country, and
said:

""the northerners are too cold-blooded: they didn't invite folks to have
a bite without first feelin' in their pockets to see if they could find
money there.","['cold', 'blooded', 'first']","['matthias', 'tales', 'south', 'people', 'country', 'northerners', 'folks', 'bite', 'pockets', 'money']",[],6.919831338431054
395,00000022.txt,"""did you ever knit silk?""

""shouldn't think i did.",[],['silk'],[],6.674790457481724
396,00000022.txt,"""i have some beautiful silk thread, i have had it for years.",['beautiful'],"['silk', 'thread', 'years']",[{'thread': ['beautiful']}],6.063582690441596
397,00000022.txt,"my
grandfather's people, over in france, were silk weavers.",[],"['grandfather', 'people', 'silk', 'weavers']",[],8.583033591158467
398,00000022.txt,"""i
have a lot of silk in thread and floss: i'll get the box and show it to
you,"" and she did.

",['floss'],"['lot', 'silk', 'thread', 'box']",[],7.491395040655496
399,00000022.txt,"my own curiosity led me into the room--i had stood back of the door all
this time--and the silk was beautiful; rich dark shades and fancy colors
mingled, and a quantity of it too.","['own', 'beautiful', 'rich', 'dark', 'fancy']","['curiosity', 'room', 'door', 'time', 'silk', 'shades', 'colors', 'quantity']","[{'curiosity': ['own'], 'shades': ['rich', 'dark'], 'colors': ['fancy']}, {'curiosity': ['own'], 'shades': ['rich', 'dark'], 'colors': ['fancy']}, {'curiosity': ['own'], 'shades': ['rich', 'dark'], 'colors': ['fancy']}]",7.536664314015604
400,00000022.txt,"""well,"" said clara, ""if you will show me how to knit some for myself, i
will be willing to scare you a little.","['willing', 'little']",[],[],6.504730572655562
401,00000022.txt,"she sat knitting away on her silk
stockings, and talked as stiffly, saying the merest things.",['merest'],"['silk', 'stockings', 'stiffly', 'things']",[{'things': ['merest']}],7.7786322089593165
402,00000022.txt,"clara left
the room a few moments, and then she said:

""ain't she jist a angel; she's give me the beautifullest real lace
collar for myself, and three solid linen shirts for our minister; said
per'aps she should'nt go over; and two or three pieces of money for his
wife, and a real beautiful linen table-cloth; you don't care if i take
'em, do you?""

""oh, no!""","['few', 'beautifullest', 'real', 'solid', 'real', 'beautiful']","['room', 'moments', 'angel', 'lace', 'collar', 'linen', 'shirts', 'minister', ""per'aps"", 'pieces', 'money', 'wife', 'linen', 'table', 'cloth']","[{'moments': ['few'], 'lace': ['real'], 'collar': ['beautifullest'], 'shirts': ['solid'], 'cloth': ['real', 'beautiful']}, {'moments': ['few'], 'lace': ['real'], 'collar': ['beautifullest'], 'shirts': ['solid'], 'cloth': ['real', 'beautiful']}, {'moments': ['few'], 'lace': ['real'], 'collar': ['beautifullest'], 'shirts': ['solid'], 'cloth': ['real', 'beautiful']}, {'moments': ['few'], 'lace': ['real'], 'collar': ['beautifullest'], 'shirts': ['solid'], 'cloth': ['real', 'beautiful']}, {'moments': ['few'], 'lace': ['real'], 'collar': ['beautifullest'], 'shirts': ['solid'], 'cloth': ['real', 'beautiful']}]",7.264311900178656
403,00000022.txt,"jane north proudly displayed the four five dollar gold pieces, and
descanted long on ""such fine linen,"" and that beautiful lady who sent
it.

","['such', 'fine', 'beautiful']","['dollar', 'gold', 'pieces', 'linen', 'lady']","[{'linen': ['such', 'fine'], 'lady': ['beautiful']}, {'linen': ['such', 'fine'], 'lady': ['beautiful']}]",9.21909285124827
404,00000022.txt,"they are a perfect set of stubborn stupidities, and driving is the only
thing to suit them, depend on it.","['perfect', 'stubborn', 'only']","['set', 'stupidities', 'driving', 'thing']","[{'set': ['perfect'], 'stupidities': ['stubborn'], 'thing': ['only']}, {'set': ['perfect'], 'stupidities': ['stubborn'], 'thing': ['only']}, {'set': ['perfect'], 'stupidities': ['stubborn'], 'thing': ['only']}]",7.9895744336873795
405,00000022.txt,"taking off his hat and saluting us in
his accustomed way, he said:

""'pears like i'll have to ask some of yere to go out in de woods a
piece--thar's a queer looking gal out thar, an' she's mighty nigh froze
to death; she is, sartin.""

""where is she, matthias?""

""clean over thar; quite a piece, miss.""

""near any house?""","['accustomed', 'mighty', 'sartin', 'clean']","['hat', 'way', 'pears', 'woods', 'piece', 'queer', 'gal', 'nigh', 'death', 'matthias', 'piece', 'house']","[{'way': ['accustomed'], 'gal': ['looking'], 'nigh': ['mighty']}, {'way': ['accustomed'], 'gal': ['looking'], 'nigh': ['mighty']}, {'way': ['accustomed'], 'gal': ['looking'], 'nigh': ['mighty']}]",6.9969586780369895
406,00000022.txt,"her dress was of silk,
and her shawl fine but thin.","['fine', 'thin']","['dress', 'silk', 'shawl']",[],7.598097204834403
407,00000022.txt,"""

""i cannot say _no_, but i have thought--mr. benton has asked me the same
question, and i hardly know what to say--i said to him, 'if emily is
willing, i will not oppose your suit.'","['same', 'willing']","['_', '_', 'question', 'suit']",[{'question': ['same']}],6.519461918597867
408,00000022.txt,"i found the purse where i had sewed it in my
dress, but my cloak and bonnet and furs, all are gone.

",[],"['purse', 'dress', 'cloak', 'bonnet', 'furs']",[],7.027996043072899
409,00000022.txt,"i'll get you a suit of nicer clothes than you ever had, and a shiny
hat--hey, what do you say?""

""mas'r benton,"" said matthias slowly, ""i'm never gwine to tell a lie an'
set myself in de place whar satan hisself can ketch a holt an me.","['nicer', 'shiny', 'gwine']","['suit', 'clothes', 'hat', ""mas'r"", 'benton', 'matthias', 'lie', 'place', 'holt']","[{'clothes': ['nicer'], 'hat': ['shiny']}, {'clothes': ['nicer'], 'hat': ['shiny']}]",7.8257926035483125
410,00000022.txt,"""

""for the reason that she desires to plead with him for the wife and boys
that are in need, and is a strong noble woman too,--why, she will have
the strength of a lion when she gets well, and there is a resolute
determination on her part to place before mr. benton a plain picture of
his duty.""

""hem!"" said aunt hildy, ""she can get her picture all ready and put on
the prettiest paint in the market,--that man will be gone in less than
twenty-four hours.","['strong', 'noble', 'resolute', 'plain', 'ready', 'prettiest', 'less']","['reason', 'wife', 'boys', 'need', 'woman', 'strength', 'lion', 'determination', 'part', 'place', 'picture', 'duty', 'aunt', 'hildy', 'picture', 'paint', 'man', 'hours']","[{'woman': ['strong', 'noble'], 'determination': ['resolute'], 'picture': ['plain'], 'paint': ['prettiest']}, {'woman': ['strong', 'noble'], 'determination': ['resolute'], 'picture': ['plain'], 'paint': ['prettiest']}, {'woman': ['strong', 'noble'], 'determination': ['resolute'], 'picture': ['plain'], 'paint': ['prettiest']}, {'woman': ['strong', 'noble'], 'determination': ['resolute'], 'picture': ['plain'], 'paint': ['prettiest']}]",6.424987720895305
411,00000022.txt,"her dress was a most becoming wrapper of blue
(she found it in clara's bundle) her hair falling as on the previous
day in natural curls, and the same india shawl thrown over her sloping
shoulders.","['blue', 'previous', 'natural', 'same', 'sloping']","['dress', 'wrapper', 'bundle', 'hair', 'day', 'curls', 'shawl', 'shoulders']","[{'day': ['previous'], 'curls': ['natural'], 'shawl': ['same'], 'shoulders': ['sloping']}, {'day': ['previous'], 'curls': ['natural'], 'shawl': ['same'], 'shoulders': ['sloping']}, {'day': ['previous'], 'curls': ['natural'], 'shawl': ['same'], 'shoulders': ['sloping']}, {'day': ['previous'], 'curls': ['natural'], 'shawl': ['same'], 'shoulders': ['sloping']}]",7.5633759714170115
412,00000022.txt,"a blanket and some home-spun towels from
aunt hildy; a large silk bandana handkerchief, a chintz dress pattern,
and a little bead purse with some bits of gold from clara (how much i
never knew), and from louis a load of shingles, and the services of a
carpenter to re-shingle the little house, with some sensible gifts from
hal and our people.","['large', 'chintz', 'little', 'much', 'little', 'sensible']","['blanket', 'home', 'towels', 'aunt', 'hildy', 'silk', 'dress', 'pattern', 'bead', 'purse', 'bits', 'gold', 'clara', 'load', 'shingles', 'services', 'carpenter', 'house', 'gifts', 'people']","[{'towels': ['spun'], 'pattern': ['chintz'], 'purse': ['little'], 'house': ['little'], 'gifts': ['sensible']}, {'towels': ['spun'], 'pattern': ['chintz'], 'purse': ['little'], 'house': ['little'], 'gifts': ['sensible']}, {'towels': ['spun'], 'pattern': ['chintz'], 'purse': ['little'], 'house': ['little'], 'gifts': ['sensible']}, {'towels': ['spun'], 'pattern': ['chintz'], 'purse': ['little'], 'house': ['little'], 'gifts': ['sensible']}, {'towels': ['spun'], 'pattern': ['chintz'], 'purse': ['little'], 'house': ['little'], 'gifts': ['sensible']}]",6.913570482009044
413,00000022.txt,"aunt peg was beside herself with joy which she could
not express to suit her, and at last she said, ""won't try to tell you
nothin'--can't do it.""

mr. and mrs. davis stayed only a few minutes after the ceremony, but we
three had a long chat with our good friends, and when we left them at
the door, tears of gratitude fell from aunt peg's eyes.","['few', 'long', 'good']","['aunt', 'peg', 'joy', 'minutes', 'ceremony', 'chat', 'friends', 'door', 'tears', 'gratitude', 'aunt', 'peg', 'eyes']","[{'chat': ['long'], 'friends': ['good']}, {'chat': ['long'], 'friends': ['good']}]",6.246151905360915
414,00000022.txt,"""yes,"" i said, ""just that; the thought of being elaborately dressed is
distasteful to me as well as unsuited to our desires, for a wedding
display would certainly arouse the spirit of envy if nothing more.","['dressed', 'distasteful', 'unsuited', 'more']","['thought', 'desires', 'wedding', 'display', 'spirit', 'envy']",[],6.307839330502992
415,00000022.txt,"""hem!"" said she, ""school teachers don't generally know much else.
",['much'],"['school', 'teachers']",[],7.413457318798694
416,00000022.txt,"""

""dat's jes' what i'se gwine to be,"" he replied, and as he passed along
the path, i thought i saw the corner of his coat sleeve near his eye.

",[],"['jes', ""i'se"", 'path', 'corner', 'coat', 'eye']",[],6.897739822962425
417,00000022.txt,"""just a white dress, emily, and violets to fasten your hair,"" said
clara, ""which i will coax to curl for this one day.",['white'],"['dress', 'violets', 'hair', 'clara', 'day']",[{'dress': ['white']}],7.420359326543121
418,00000022.txt,"it
was not his garb that made him regal, for he was clad in a suit of
simple black with a vest and necktie of spotless white.

","['regal', 'simple', 'white']","['garb', 'suit', 'black', 'vest', 'necktie', 'spotless']",[{'black': ['simple']}],6.481005222003736
419,00000022.txt,"when about half way to the door i was conscious of seeing aunt peg and
matthias; a moment more, and she with her white apron, and he with his
high hat full of roses, were walking before us and throwing them in our
path.

","['half', 'conscious', 'more', 'white', 'high', 'full']","['way', 'door', 'aunt', 'peg', 'matthias', 'moment', 'apron', 'hat', 'roses', 'path']","[{'apron': ['white'], 'hat': ['high']}, {'apron': ['white'], 'hat': ['high']}]",7.127641415121603
420,00000022.txt,"first came the goodins, and their hands yielded to us thoroughly
appreciated gifts: one dozen linen towels spun, woven and bleached by
the hands of mrs. goodwin; her husband adding for louis the solid silver
knee and shoe buckles his grandfather wore when a revolutionary officer,
the trusty sword that hung by his side, and his uniform coat with its
huge brass buttons, with the trunk of red cedar where for years they
have been kept.

","['appreciated', 'solid', 'revolutionary', 'trusty', 'uniform', 'huge', 'red']","['goodins', 'hands', 'gifts', 'dozen', 'linen', 'towels', 'hands', 'husband', 'louis', 'silver', 'knee', 'shoe', 'grandfather', 'officer', 'sword', 'side', 'coat', 'brass', 'buttons', 'trunk', 'cedar', 'years']","[{'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}, {'gifts': ['appreciated'], 'knee': ['solid'], 'officer': ['revolutionary'], 'sword': ['trusty'], 'coat': ['uniform'], 'buttons': ['huge'], 'cedar': ['red']}]",7.051608573105759
421,00000022.txt,"at my feet matthias dropped his burden, and the donor said:

""there is a goose-feather bed and a pair of pillows, and i picked every
feather of 'em off my geese; them two linen sheets and two pair of
piller-cases done up with 'em i made myself.",[],"['feet', 'matthias', 'burden', 'donor', 'goose', 'feather', 'bed', 'pair', 'pillows', 'feather', 'geese', 'linen', 'sheets', 'pair', 'piller', 'cases']",[],6.977890617570528
422,00000022.txt,"a beautiful mat bordered with her own choice of bright colors, a
clothes-basket made by matthias, and in the latter three pairs of
beautifully-knitted wool stockings for louis.

","['beautiful', 'own', 'bright', 'latter']","['mat', 'choice', 'colors', 'clothes', 'basket', 'matthias', 'pairs', 'wool', 'stockings']","[{'mat': ['beautiful'], 'choice': ['own'], 'colors': ['bright'], 'pairs': ['latter'], 'stockings': ['knitted']}, {'mat': ['beautiful'], 'choice': ['own'], 'colors': ['bright'], 'pairs': ['latter'], 'stockings': ['knitted']}, {'mat': ['beautiful'], 'choice': ['own'], 'colors': ['bright'], 'pairs': ['latter'], 'stockings': ['knitted']}, {'mat': ['beautiful'], 'choice': ['own'], 'colors': ['bright'], 'pairs': ['latter'], 'stockings': ['knitted']}, {'mat': ['beautiful'], 'choice': ['own'], 'colors': ['bright'], 'pairs': ['latter'], 'stockings': ['knitted']}]",7.0219360623870966
423,00000022.txt,"""peg spun dis wool,"" said matthias, ""an' de stockins is good: dis
baskit,"" he added despairingly, ""i tried my bes' to put some sky color
on, but i reckin ef de bluin' bottle had jes' spill over it 'twould do
more colorin' and better too.",['good'],"['peg', 'wool', 'matthias', 'stockins', 'baskit', 'bes', 'sky', 'color', 'bottle', 'spill', 'colorin']",[{'colorin': ['more']}],8.64934115823332
424,00000022.txt,"""

""certainly you do, matthias, and she has sent a bandanna turban for your
wife, and a pair of knitted gloves for you.",[],"['matthias', 'bandanna', 'turban', 'wife', 'pair', 'gloves']",[{'gloves': ['knitted']}],6.697736382759841
425,00000022.txt,"""

""she has never deigned to creep,"" said mary; ""the first time i tried to
have her, she looked at me and then at her dress as if to say, ""that
isn't nice,"" and could not be coaxed to crawl.","['creep', 'first', 'nice']","['time', 'dress']",[{'time': ['first']}],6.024151884112978
426,00000022.txt,"come, emily,"" and he led the way
to the fourth floor, where, under the flat roof in a long, low room,
were the little wool pickers.","['fourth', 'flat', 'long', 'low', 'little']","['way', 'floor', 'roof', 'room', 'wool', 'pickers']","[{'floor': ['fourth'], 'roof': ['flat'], 'room': ['long', 'low'], 'pickers': ['little']}, {'floor': ['fourth'], 'roof': ['flat'], 'room': ['long', 'low'], 'pickers': ['little']}, {'floor': ['fourth'], 'roof': ['flat'], 'room': ['long', 'low'], 'pickers': ['little']}, {'floor': ['fourth'], 'roof': ['flat'], 'room': ['long', 'low'], 'pickers': ['little']}]",6.452004819484646
427,00000022.txt,"the heat was stifling, and the fuzz from the wool made it worse.
",['worse'],"['heat', 'fuzz', 'wool']",[],5.666261147146999
428,00000022.txt,"they wore no stockings or shoes, nothing but a shirt and overalls, and
these were drenched as with rain.

",[],"['stockings', 'shoes', 'shirt', 'overalls', 'rain']",[],6.343709408028145
429,00000022.txt,"""

after again stopping in the office for a few words of conversation with
mr. damon, louis was ready, the boys clambered into our carriage, and we
were on our way to their homes, first stopping to purchase for each of
them a suit of clothes, a large straw hat, and a black cap.","['few', 'ready', 'large', 'black']","['office', 'words', 'conversation', 'boys', 'carriage', 'way', 'homes', 'suit', 'clothes', 'straw', 'hat', 'cap']","[{'words': ['few'], 'hat': ['large'], 'cap': ['black']}, {'words': ['few'], 'hat': ['large'], 'cap': ['black']}, {'words': ['few'], 'hat': ['large'], 'cap': ['black']}]",6.32098293261253
430,00000022.txt,"i can't know
nothin';"" and with ""good arternoon"" he left us, swinging his hat in his
hand, and singing still ""oh, canaan!""",['good'],"[""nothin'"", 'arternoon', 'hat', 'hand']",[{'arternoon': ['good']}],7.860798640235532
431,00000022.txt,"he stood with his hat
raised, and his large beautiful eyes turned toward us filled with
feeling as he answered:

""ladies, you can never realize the debt i have to pay you.","['large', 'beautiful']","['hat', 'eyes', 'feeling', 'ladies', 'debt']","[{'eyes': ['large', 'beautiful']}]",6.9088808590853175
432,00000022.txt,"mr. davis gave thanks and spoke
feelingly of the one among us who had been delivered from the yoke of
bondage, saying:

""may we be able to prove ourselves worthy of his great love, and
confidence, and be forever mindful of all those both in the north and
south who wait, as he has waited, for deliverance.""","['able', 'worthy', 'great', 'mindful']","['thanks', 'yoke', 'bondage', 'love', 'confidence', 'north', 'south', 'deliverance']",[{'love': ['great']}],6.052883305766119
433,00000022.txt,"we had one of her crimson-cushioned easy chairs arranged
to suit her needs, and in this she could be rolled about.",['easy'],"['crimson', 'chairs', 'needs']","[{'chairs': ['cushioned', 'easy']}]",7.2426248879048565
434,00000022.txt,"do not have
any unnecessary trimmings for it, and i would like to wear in this last
resting-place the blue dress i prize the most.","['unnecessary', 'last', 'blue']","['trimmings', 'resting', 'place', 'dress']","[{'trimmings': ['unnecessary'], 'resting': ['last'], 'dress': ['blue']}, {'trimmings': ['unnecessary'], 'resting': ['last'], 'dress': ['blue']}, {'trimmings': ['unnecessary'], 'resting': ['last'], 'dress': ['blue']}]",7.162783662068306
435,00000022.txt,"in the morning she was weak, but we dressed her, and after eating a
little she felt better, and in the afternoon seemed very comfortable and
happy.","['weak', 'little', 'better', 'comfortable', 'happy']","['morning', 'afternoon']",[],6.278421354107606
436,00000022.txt,"the little pillow made by her
own hands was of blue, covered with a fine web of wrought lace, and with
edging that had also been her handiwork.","['little', 'own', 'blue', 'fine', 'wrought']","['pillow', 'hands', 'web', 'lace', 'edging', 'handiwork']","[{'pillow': ['little'], 'hands': ['own'], 'web': ['fine'], 'lace': ['wrought']}, {'pillow': ['little'], 'hands': ['own'], 'web': ['fine'], 'lace': ['wrought']}, {'pillow': ['little'], 'hands': ['own'], 'web': ['fine'], 'lace': ['wrought']}, {'pillow': ['little'], 'hands': ['own'], 'web': ['fine'], 'lace': ['wrought']}]",7.065193138732111
437,00000022.txt,"we dressed her as she
desired,--in a plain dress of pale blue,--the violet blossoms she loved
were in her hand, and it seemed to me as if i could never see her laid
out of sight--she was so beautiful in this last sleep; she looked not
more than thirty; there were no gray hairs among the brown, and no lines
of care or sorrow marked her sweet, pure face.

","['plain', 'pale', 'beautiful', 'last', 'more', 'gray', 'brown', 'sweet', 'pure']","['dress', 'blossoms', 'hand', 'sight', 'sleep', 'hairs', 'lines', 'care', 'sorrow', 'face']","[{'dress': ['plain'], 'blossoms': ['pale'], 'sleep': ['last'], 'hairs': ['gray'], 'face': ['sweet', 'pure']}, {'dress': ['plain'], 'blossoms': ['pale'], 'sleep': ['last'], 'hairs': ['gray'], 'face': ['sweet', 'pure']}, {'dress': ['plain'], 'blossoms': ['pale'], 'sleep': ['last'], 'hairs': ['gray'], 'face': ['sweet', 'pure']}, {'dress': ['plain'], 'blossoms': ['pale'], 'sleep': ['last'], 'hairs': ['gray'], 'face': ['sweet', 'pure']}, {'dress': ['plain'], 'blossoms': ['pale'], 'sleep': ['last'], 'hairs': ['gray'], 'face': ['sweet', 'pure']}]",6.066961117635145
438,00000022.txt,"you know she loved you, and i
imagine at this moment you are each wearing a pair of stockings which
were knit for you by her.",[],"['moment', 'pair', 'stockings']",[],6.801585698726235
439,00000022.txt,"all the children knew the boundaries of their individual territories;
and the youngest among them, five-year-old sammy, strutted about with
his hands in his pockets, whistling and thinking, now and then giving
vent to his joy.","['individual', 'youngest', 'old']","['children', 'boundaries', 'territories', 'year', 'sammy', 'hands', 'pockets', 'thinking', 'vent', 'joy']","[{'territories': ['individual'], 'sammy': ['old']}, {'territories': ['individual'], 'sammy': ['old']}]",6.48906088937015
440,00000022.txt,"no clouds skirt the horizon; broad, beautiful
daylight beams lovingly upon us.","['broad', 'beautiful']","['clouds', 'horizon', 'daylight', 'beams']","[{'daylight': ['beautiful'], 'beams': ['broad']}, {'daylight': ['beautiful'], 'beams': ['broad']}]",8.999029354649048
441,00000037.txt,"she turned
away almost as soon as she met his eyes; he had hardly time
to raise his hat, as, after a moment's hesitation, he proceeded
to do.  ",[],"['eyes', 'time', 'hat', 'moment', 'hesitation']",[],5.990460482808953
442,00000037.txt,"her profile, delicate and thin, defined itself
against the sky, in the clear shadow of a coquettish hat;
her figure was light; she bent and leaned easily;
she wore a gray dress, fastened up as was then the fashion,
and displaying the broad edge of a crimson petticoat.
","['delicate', 'thin', 'clear', 'coquettish', 'light', 'gray', 'broad', 'crimson']","['profile', 'sky', 'shadow', 'hat', 'figure', 'dress', 'fashion', 'edge', 'petticoat']","[{'shadow': ['clear'], 'hat': ['coquettish'], 'dress': ['gray'], 'edge': ['broad'], 'petticoat': ['crimson']}, {'shadow': ['clear'], 'hat': ['coquettish'], 'dress': ['gray'], 'edge': ['broad'], 'petticoat': ['crimson']}, {'shadow': ['clear'], 'hat': ['coquettish'], 'dress': ['gray'], 'edge': ['broad'], 'petticoat': ['crimson']}, {'shadow': ['clear'], 'hat': ['coquettish'], 'dress': ['gray'], 'edge': ['broad'], 'petticoat': ['crimson']}, {'shadow': ['clear'], 'hat': ['coquettish'], 'dress': ['gray'], 'edge': ['broad'], 'petticoat': ['crimson']}]",6.131989821718183
443,00000037.txt,"he raised his hat
to her and to the young girl, and he became conscious, as regards
the latter, of a certain disappointment.  ","['young', 'conscious', 'latter', 'certain']","['hat', 'girl', 'regards', 'disappointment']","[{'girl': ['young'], 'disappointment': ['certain']}, {'girl': ['young'], 'disappointment': ['certain']}]",6.672095145377402
444,00000037.txt,"he almost always dressed in light-colored garments, and he wore
round his neck an eternal blue cravat.  ","['light', 'eternal', 'blue']","['garments', 'neck', 'cravat']","[{'garments': ['colored'], 'cravat': ['eternal', 'blue']}, {'garments': ['colored'], 'cravat': ['eternal', 'blue']}]",6.632399485766456
445,00000037.txt,"she had soft brown hair,
with a silky-golden thread in it, beautifully arranged and crowned by a smart
little hat that savoured of paris.  ","['soft', 'brown', 'silky', 'golden', 'smart', 'little']","['hair', 'thread', 'hat']","[{'hair': ['soft', 'brown'], 'thread': ['golden'], 'hat': ['smart', 'little']}, {'hair': ['soft', 'brown'], 'thread': ['golden'], 'hat': ['smart', 'little']}, {'hair': ['soft', 'brown'], 'thread': ['golden'], 'hat': ['smart', 'little']}]",7.6196163620409605
446,00000037.txt,"she moved
about a great deal in her place, twisted her little flexible body and tossed
her head, fingered her hair and examined the ornaments of her dress.  ","['great', 'little', 'flexible']","['deal', 'place', 'body', 'head', 'hair', 'ornaments', 'dress']","[{'deal': ['great'], 'body': ['little', 'flexible']}, {'deal': ['great'], 'body': ['little', 'flexible']}]",6.4760019027248354
447,00000037.txt,"miss vivian's companion was a powerful, handsome fellow, with a remarkable
auburn beard, who struck the observer immediately as being uncommonly
well dressed.  ","['powerful', 'handsome', 'remarkable']","['companion', 'fellow', 'auburn', 'beard', 'observer']","[{'fellow': ['powerful', 'handsome'], 'beard': ['remarkable']}, {'fellow': ['powerful', 'handsome'], 'beard': ['remarkable']}]",7.016801348362937
448,00000037.txt,"he carried his hands in the pockets of a little jacket,
the button-hole of which was adorned with a blooming rose.
",['little'],"['hands', 'pockets', 'jacket', 'button', 'hole', 'blooming', 'rose']",[{'jacket': ['little']}],5.866251172702817
449,00000037.txt,"there were green velvet benches all around it, and a great
polished floor stretched away, shining in the light
of chandeliers adorned with innumerable glass drops.
","['green', 'great', 'polished', 'innumerable']","['velvet', 'floor', 'light', 'chandeliers', 'glass']","[{'velvet': ['green'], 'floor': ['great', 'polished'], 'glass': ['innumerable']}, {'velvet': ['green'], 'floor': ['great', 'polished'], 'glass': ['innumerable']}, {'velvet': ['green'], 'floor': ['great', 'polished'], 'glass': ['innumerable']}]",7.3136681692538685
450,00000037.txt,"a green velvet porti; agere suspended in one of the door-ways--
not that through which our friends had passed--was lifted,
and gordon wright stood there, holding it up, and looking at them.
",['green'],"['velvet', 'door', 'ways--', 'friends', 'wright']",[{'velvet': ['green']}],7.9800617293028555
451,00000037.txt,"i don't suppose
you wish me to string you off a dozen mere banalites--'she 's a
charming girl--evidently a superior person--has a great deal of style.'
""

""oh no,"" said gordon; ""i know all that.  ","['mere', 'charming', 'superior', 'great']","['dozen', 'girl', 'person', 'deal', 'style']","[{'girl': ['charming'], 'person': ['superior'], 'deal': ['great']}, {'girl': ['charming'], 'person': ['superior'], 'deal': ['great']}, {'girl': ['charming'], 'person': ['superior'], 'deal': ['great']}]",7.698312183422765
452,00000037.txt,"""

""if she does n't, i 'll eat my hat!"" said captain lovelock.
",[],"['hat', 'captain']",[],6.847022139222982
453,00000037.txt,"""

she was turning away, and bernard, as he raised his hat
and separated from her, felt that it was rather cruel that
he should let her go without enlightening her ignorance.
",['cruel'],"['bernard', 'hat', 'ignorance']",[],6.585393187632633
454,00000037.txt,"i will go to mrs. vivian every morning,
hat in hand, for my orders.",[],"['morning', 'hat', 'hand', 'orders']",[],8.265345862623478
455,00000037.txt,"""

gordon wright, with his hands in his pockets and a meditative expression,
took several turns about the room.

","['meditative', 'several']","['wright', 'hands', 'pockets', 'expression', 'turns', 'room']","[{'expression': ['meditative'], 'turns': ['several']}, {'expression': ['meditative'], 'turns': ['several']}]",5.998840165489593
456,00000037.txt,"as he approached mrs. vivian's door he saw a figure in a light dress
standing in the little balcony.  ","['light', 'little']","['door', 'figure', 'dress', 'standing', 'balcony']","[{'standing': ['light'], 'balcony': ['little']}, {'standing': ['light'], 'balcony': ['little']}]",7.369064469027383
457,00000037.txt,"he stopped and looked up, and then
the person in the light dress, leaning her hands on the railing,
with her shoulders a little raised, bent over and looked down at him.
","['light', 'bent']","['person', 'dress', 'hands', 'railing', 'shoulders']",[{'dress': ['light']}],5.268008489780631
458,00000037.txt,"a heavy thunder-storm had broken over the place an hour before,
and bernard had been standing at one of his friend's windows,
rather idly, with his hands in his pockets, watching the rain-torrents
dance upon the empty pavements.  ","['heavy', 'empty']","['thunder', 'storm', 'place', 'hour', 'bernard', 'friend', 'windows', 'hands', 'pockets', 'rain', 'torrents', 'dance', 'pavements']","[{'storm': ['heavy'], 'pavements': ['empty']}, {'storm': ['heavy'], 'pavements': ['empty']}]",5.78678762076756
459,00000037.txt,"after he had dressed himself and just as he was leaving
his room, a servant brought him a note superscribed in
gordon's hand--a note of which the following proved to be the
contents.

",[],"['room', 'servant', 'note', 'hand', 'note', 'contents']",[],7.171657278922224
